USER_ID,USERNAME,SLOTMACHINEDATE,BLACKJACKDATE,SPINDATE
346401685,ahlestin,2023-09-02T17:10:01,2023-09-03T07:32:49,2023-09-03T07:32:49
857130996,chezetti,2023-09-04T07:51:03,2023-09-03T11:51:41,2023-09-04T07:51:08
